filename	Poshen Ground Truth
PMC2212661_1471-2148-7-171-13.jpg	J0J1J0*J1J1J1J1J1J1J0J1J0J2J0J2J0J1J3J0J1J1J0J2J2J0J2J0J0J0J0J0J0J5J0J1J0J1J0J0J1J0J0J0J1J0J6J0J0J0*J0*J1J0J1J0J0J11J1
PMC2233639_1471-2199-8-95-2.jpg	J0J1J0J1J0J1J1J3J1J0J0J1J0J1J0J2J0J0J6J01J0J0J2*J1
PMC2235844_1471-2148-7-239-4.jpg	J0J1J1J1J0J2J0J0J0J0J5J0J1J0J0J0J5J0J1J1J0J1J1J0J0J3J0J1J1J0J0J0*J6J0J2J0J0J3
PMC2235844_1471-2148-7-239-5.jpg	J0J1J1J0J2J0J1J0J3J0J1J0J0J4J0J1J0J0J4J0J2J0J1J1J0J0J4J0J1J1J0J0J4
PMC2238824_gkm764f1.jpg	J0J0J1J0J0J1J0J0J2J0J0J0J8
PMC2246123_1746-6148-4-2-1_composite_0.jpg	J0J1J1J1J0J1J0J1J3J0J1J0J1J3J0J1J1J1J1J0J1J1J1J0J3J0J1J0J2J0J2J0J1J0J1J5J0J0J2J0J0J2J2J0J1J0J0*J3J0J1J0J1J2J3
PMC2246256_gb-2007-8-12-234-1.jpg	J0J1J0J0J0J1J0J1J2J0J1J1J1J0J0J7
PMC2323573_pone.0002033.g002.jpg	J0J0J2J0J0J0J3J0J0J1J0J1J0J3J0J1J0J0J1J0J1J0J1J0J0J10*J0J0J2J0J1J0J0J4J0J1J0J0J1J0J0J4J0J0J0J3J0J0J2J0J0J1J0J0J0J6J0J0J1J0J0J1J0J5J0J0J0J0J4J0J0J1J0J1J0J1J0J2J0J0J0J7J0J1J0J0J0J0J5J0J1J0J0J3J0J1J0J0J14
PMC2324105_1471-2148-8-100-1.jpg	J0J0J0J0J1*J0J0J3*J0J0*J1*J0J2*J0J0J2J0J0*J0*J0*J3
PMC2327259_pone.0002057.g002.jpg	J0J1J0J0J3J0J1J2J0J2J0J2J0J1J0J0J4J0J1J0J0J4
PMC2330091_pntd.0000233.g004.jpg	J0J0J0*J0*J0J1*J0*J1*J0J0*J0*J0*J0*J0*J0*J0J0J0J0*J0J0*J0*J0J1*J0*J6J0J0*J0*J0*J0J0*J3J0J0*J1J0J1*J0J3J0J2J0J0J0J0J5J1J0J1J1J0J3
PMC2374995_gb-2007-8-8-r164-1.jpg	J0J0J0J2J0J2J0J2J0J0J3J0J1J0J4
PMC2394746_gb-2007-8-6-218-1.jpg	J0J1J0J1J0*J0*J0J1*J0J1J1J0J2J0J2*J2J0J1J0J0J3J0J3J1
PMC2397417_1471-2164-9-215-5.jpg	J0J1J1J1J0J1J0J2J2J0J2J0J0J1J1J3J0J2
PMC2405795_1471-2121-9-27-2.jpg	J0J0J1J2J1J0J1J0J3J0J1J0J0J1J2J1J0J0J2J0J0J0J7
PMC2443374_1475-2875-7-112-3.jpg	J0J0J2J0J2J0J0J2J1J2J1J1J0J1J1J1J1J1J1J1J1J2J0J1J1J1J1J1J1J0J2J0J1J0J1J0J0J5J2J1J0J1J0J0J2J3J0J1J2J0J2J0J0J0J2J2J1J0J1J2J1J0J1J1J2J1J2J1J1J1J1J1J1J1J1
PMC2517308_zoj0149-0001-f15.jpg	J0J1J0J0J2J0J0J4J0J1J0J1J0J0J1J0J0J0J2J0J0J1*J0J0J1J0J4J0J0J0J0J0J13
PMC2582981_molbiolevolmsn213f01_lw.jpg	J0J1J0J2J0J2J1J1
PMC2584112_1471-2164-9-499-9.jpg	J0J1J1J0J2J0J2J1J1
PMC2588462_1471-2164-9-532-5.jpg	J0J1J0J2J0J1J2J0J1J2J0J2J0J1J1J1J2J0J1J1J1J0J3J0J2J0J1*J1
PMC2596787_1742-4690-5-103-1.jpg	J0J0J0J0J2J0J0J3J0J0J3J0J0J2J0J2J0J2J0J0J2J0J2J0J0J0J3J0J0J0J3J0J0J3J0J0J2J0J0J3J0J1J0J2J0J2J0J0J2J0J1J0J4J0J0J3J0J0J0J12
PMC2603316_pone.0004035.g003.jpg	J0J0J0J1*J0*J0J1*J2J0J1J2J0J0*J1J0J0*J3J0J2J0J1J0J1J3J0J0J3J0*J1
PMC2610298_121fig2.jpg	J0J1J1J1J0J0J3J0J1*J0J2J0J0J0J0J0J0J0J8J0J2J1J0J1J0J0J0J5J0J2J0J2J1
PMC2614190_ebo-04-181-g01.jpg	J0J1J1J1J1J1J1J1
PMC2628933_1752-1947-2-373-1.jpg	J0J1J0J2J0J2J1J1J0J1J0J1J0J4J1J1J1J0J1J1J1J0J1J1J1J0J0J0J1J0J7J0J1J1J1J0J1J1J0J0J5J1J1
PMC2637281_1471-2164-9-599-7.jpg	J0J0J2J0J0J2J0J0J0J2J0J5J0J0J0J3J0J0J0J4J0J0J1J0J5
PMC2639701_pone.0004438.g002.jpg	J0J0J0J0J0J0J0J0J0J0J0J0J0J0J0J0J0J3J0J7J0J0J0J2J0J5J0J0J0J0J0J2J0J0J7J0J0J0J0J0J5J0J0J4J0J0J0J0J0J0J5J0J0J0J0J0J6J0J0J0J4J0J0J0J0J6J0J0J0J0J0J0J0J3J0J0J0J9J0J3J0J0J0J0J0J5J0J0J12
PMC2639701_pone.0004438.g008.jpg	J0J0J0J0J0J0J0J0J1J0J0J0J0J3J0J0J3J0J0J4J0J0J2J0J0J2J0J3J0J0J0J0J1J0J1J0J6J0J0J0J0J0J6J0J0J6J0J0J3J0J0J10
PMC2640363_1471-2148-9-21-5.jpg	J0J0J0J0*J0J1J0J1J0J1J0*J1*J1J3J0J1J1J1J2J2J1J1*J0J2
PMC2644698_1471-2229-8-133-4.jpg	J0J1J1J1J0J2J0J1J0J3J0J1J1J2J0J1J0J3J1J0J2J0J1J0J2J0J2J1J0J1J1J0J1J4J0J2
PMC2651782_gkn1041f1.jpg	J0J1J1J1J1J1J1J1
PMC2660309_1471-2148-9-56-7.jpg	J0J0J0J0J2J2J0J1J1J0*J0J0J2*J0J1J0J0J2*J0J2*J,J,J,J,J,J,J,J,J1J0*J0J1*J0*J2J0J1*J0J0*J2J0J0*J1J0*J0*J0J1*J0J0*J0*J1*J0J,J,J,J1*J1*J0J0J0*J3J0J0*J0J2*J0*J0*J0*J0J0*J5
PMC2666887_marinedrugs-07-00024f2.jpg	J0J1J1J1J0J2J1J0J2J0J0J0J4J1J0J1J0J1J0J4J0J1J1J0J1J0J1J0J1J0J6J0J1J1J0J0J3J0J1J0J1J0J2J0J2J0J0J0J1J0J8
PMC2671491_1475-2859-8-20-1.jpg	J0J0*J0*J1J1J0J0*J0*J2J1J1J1
PMC2671507_1471-2229-9-37-2.jpg	J0J1J1J0J2J0J1J0J3J0J2J0J1J0J0J0J5J0J1*J0J0J1J0J4J0J0J3J0J1J0J1J0J0J5J0J1J1J0J2J1J0J1J1J0J2J1J1J0J1J1J1J0J0J3J0J0J1J0J1J0J0J9
PMC2674049_1471-2148-9-74-4.jpg	J0J0*J0J0J1J0J2J0J1J0J2J0J0J2*J0J0J0J2J0J2J0J1J0J1J0J3*J0J3J0J0J0J0J0J4J0J0J0J0*J0J11
PMC2674469_1475-2875-8-69-6.jpg	J0J0J1J1J0J1J0J2J1J2J1J1J0*J1J2
PMC2682570_pone.0005598.g003.jpg	J0J0*J0*J1J1J1J0J0*J0*J0*J1*J1J1J0J1J1J0J1J3J0J1J0J2J1J0J1J0J4J0J1J2J1J0J0*J1J1J0J1J2J0J2J0J2J0J0*J0*J0*J2J0J1J2J0J1J3J0J2J1J1
PMC2684134_EBO-03-179-g010.jpg	J0J0J1J0J2J0J1J0J1J4J0J0J1J0J0J5J0J2J1J0J0J0J4
PMC2684541_1471-2180-9-80-1.jpg	J0J1J0J2J0J2J0J2J0J0J0J0J0J6J0J1J1J0J2J1J0J1J0J2J0J1J4
PMC2684548_1471-2164-10-183-4.jpg	J0J1J1J1J1J1J0J2J1
PMC2684587_pone.0005758.g003.jpg	J0J1J0J0J3J0J0J0J0J4J0J1J0J0J0J6
PMC2686707_1471-213X-9-29-4.jpg	J0J1J0J2J0J2J1J0J1J2J0J1J0J1J0J3J0J1J3J0J2
PMC2697986_1471-2148-9-107-3.jpg	J0J1J0J1J0J0J2J0J4J0J1J0J1J2J0J2J0J3J1J0J1J0J3J0J1J1J2J0J0J3
PMC2700802_1471-2148-9-123-1.jpg	J0J0*J0J0J0*J3
PMC2706983_239_2008_9179_Fig6_HTML.jpg	J0J0J2J0J0J0J1J0J3J0J0*J1J0J2J0J1J1J0J1J6
PMC2713436_1471-2164-10-S2-S3-1.jpg	J0J1J1J0J1J1*J0*J0J2J0J2J0J0J2J1J1J0J2J1J1J0J0*J2*J0J1J1*J0*J0*J1J0J2J0J1J1J1J2
PMC2718223_jexboterp162f04_ht.jpg	J0J0J1J1J1J0J0J4
PMC2759940_1471-2148-9-223-3.jpg	J0J1J0J2J1J0J2J1J0J1J1J1J0J3J1J0J1*J1
PMC2761929_1471-2180-9-208-1.jpg	Drop this one
PMC2761929_1471-2180-9-208-2.jpg	Drop this one
PMC2761929_1471-2180-9-208-3.jpg	Drop this one
PMC2764144_pone.0007606.g002.jpg	J0J0*J0*J0*J1J0*J0*J0*J0J0J0*J0*J2*J0*J0*J0J0*J0*J0J2*J0J0*J0*J0*J0*J0*J1*J0*J0*J0*J1J0J0*J0*J0*J0*J0*J0*J1J0*J0*J0*J0*J0*J0*J0*J0*J0*J2
PMC2766252_pone.0007680.g003.jpg	J0J1J1J1J1J1J0J2J0J2J1J1
PMC2767349_1471-2156-10-67-3.jpg	J0J1J1J0J2J1J0J2J1J1J1J1
PMC2774700_1471-2148-9-259-3.jpg	J0J0J0J3J0J1J0J0J0J4J0J1J0J0J3J0J0J0J0J0J0J9J0J1J0J0J0J0J2J0J0J0J0J0J7J0J2J0J0J1J0J1J0J0J0J9J0J0J2J0J0J0J0J5J0J0J0J0J4J0J0J0J0J3J0J0J0J0J5J0J0J0J3J0J1J0J0J0J11
PMC2775678_IJMB2009-701735.001.jpg	J0J0J2J0J1J2J0J1J0J3J1J0J0J3J0J1J0J0J1*J2J0J1J1J0J4J0J1J2J1J0J2J0J1J0J3J1J0J1J2J1
PMC2797858_11033_2009_9570_Fig5_HTML.jpg	J0J1J0J1J2J0J2J0J1J1J1J0J1J0J4
PMC2801613_pone.0008662.g006.jpg	drop this one
PMC2805616_1741-7007-7-88-5.jpg	J0J1J0J1J1J1J0J0J4
PMC2806865_1745-6150-4-51-2.jpg	J0J1J1J1J1J1J1J0J2J1J0J1J2J0J1J2J0J1J1J2J0J1J1J1J1J1J2J0J1J1J1J1*J0J1J1J1J1J1J0J2J1J0J1J0J3J0J1J1J1J0J2J0J1J1J2J2J0J1J2J0J1J0J2J1J2J0J1J1J0J1J2J0J4
PMC2813288_pone.0008954.g004.jpg	J0J1J1J1J1J1J1J0J2J1J0*J0J2
PMC2828439_1471-2105-11-69-1.jpg	J0J0J2J0J0J0J0J4J0J0J0J2J0J0J6
PMC2834691_1471-2148-10-50-1.jpg	J0J1J1J1J1J0J1J2J0J1J1J0J1J3J0J1J1J0J3J0J1J1J0J2J1J0J1J1J3J0J1J2J1J1
PMC2835752_pone.0009620.g001.jpg	J0J1J1J1J0J2J1J1
PMC2836326_1471-2148-10-58-10.jpg	J0J1J0J0J0J3J0J0J0J3J0J0J0J0J4J0J0J2J0J1J0J1J0J1J0J0J0J3J0J1J0J0J0J0J4J0J1J0J1J0J14
PMC2845580_1471-2105-11-102-7.jpg	J0J1J1J0J1J0J2J1J0J1J2J0J1J0J0J4J1J1J0J0J4
PMC2851512_07-0402-F1.jpg	J0J1J1J1J0J0J2J0J0J3J0J2J0J0J3J0J2J0J1J0J0J3J0J1J3J1
PMC2858807_792_2010_310_Fig2_HTML.jpg	J0J1J0J2J0J2J0J1J0J3J0J2J0J2J0J1J1J1J1J1J1J0J2J0J1J3
PMC2859578_97320630004216F2.jpg	J0J1J1J0J1J0J3J1J0J1J1J1J1J0J2*J1
PMC2866397_09-0211-F3.jpg	J0J0J0J3J0J1J0J1J3J0J0J1J1J0J0J0J6J0J0J1J0J0J0J0J7
PMC2869224_ijms-11-01090f1.jpg	J0J1J1J0J1J1J0J2J0J2J2J0J0J0*J0*J0*J3J0J1J0J2J1J0J1J0J1J0J1*J0J0J2J0J1J0*J0J5J0J1J3J1J0J0*J1J0J0J0*J3J2J0J1J3J1J0J2
PMC2872671_pone.0010684.s003&copy.jpg	J0J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0*J0J2J0J0*J0*J2J0J0*J0J3
PMC2890073_251_2010_450_Fig5_HTML.jpg	J0J0J1J0J1J0J0J4J0J0J0J5J0J0J0J4J0J1J0J0J0J0J5J0J0J3J0J0J0J0J3J0J3J0J2J0J0J3J0J0J3J3
PMC2893199_1756-0500-3-168-5.jpg	J0J0J0J0J0J0J3J0J0J0J6*J0J0J1J0J3J0J1J0J1J0J2J0J0J0J0J5J0J0J1J0J0J0J0J10
PMC2905200_jexboterq158f02_ht.jpg	J0J0J1J2J0J2J0J0J1J3J0J0J1J0J0J0J1J0J0*J6J2J0J1J2J1
PMC2929341_114_2010_698_Fig1_HTML.jpg	J0J1J1J0J2J0J2J1J1J0J1J0J1*J0*J1J1*J0J1J0J2*J0J1J1*J0J1J1*J0*J0*J0*J0*J1J1J0J1J0*J1J1J0J0*J1*J1J0J1J1*J0*J1J0J1J1J0*J1J1J0J0*J0*J1J1*J1J0J1J0*J1J1J0*J2J0J1J1J0J1J2*J0J1J2*J0J2J0J1J1J1*J0J1*J2J0J1J0*J2J0J2
PMC2942037_gbeevq027f04_3c.jpg	J0J1J1J0J2J0J1J0J3J0J0J0J4J0J1J0J2*J0J1J0J1J0J0J0J6J0J1J0J0J0J5J0J0J0J4J1J0J0J0J0J5J0J1J0J1J0J0J1J1J1J0*J0J0J0J8J0J0J1J0J4J1
PMC2955027_1471-2148-10-281-3.jpg	J0J1J1J1J1J1J1J1J1J0J1J1J2J0J1J0J2J2J0J1J1J0J2J0J0J0J5J0J2J0J0J2J1J1J0J2J1J1J0J2J0J1J0J2*J0J1J0J1J0J0J0J5J0J0J1J1J0J2*J1J0J5
PMC2957685_1471-2105-11-S7-S2-2.jpg	J0J0J0J0J0J1J1J1J1J0J0J0J2J0J0J0J0J11
PMC2958922_1471-2148-10-303-2.jpg	J0J0*J0*J0*J0*J1J0J0*J1J0J0*J3J0J1J0*J0*J2J1J0J1J2J0J1J0J2J2J1J1J1
PMC2963602_pone.0013583.g005.jpg	J0J1J1J1J1J1J0J0J3J0J2J0J2J0J2J0J0J0J0J5J0J0J3
PMC2965382_gb-2010-11-9-403-1.jpg	J0J0J0J1J2J0J2J0J0J0J0J1J0J7
PMC2994773_pone.0014159.g009.jpg	J0J1J1J0J2J0J1J1J0J2J2J0J0J1J3J1
PMC2999960_ebo-2010-151f5.jpg	J0J0*J0*J0*J0*J0*J0*J1J1
PMC3002924_1743-422X-7-341-2.jpg	J0J1J1J0J2J0J2J1J1J1J0J1J1J1J0j1J1J3J0J1J2
PMC3004938_pone.0015654.g002.jpg	J0J1J1J0J2J1J0J1J1J0J1J1J0J4J1J1J1
PMC3014272_gbeevq080f01_ht.jpg	J0J1J1J1J0J2J0J2J0J1J0J1J0J0J5J0J2
PMC3014931_1471-2148-10-367-1.jpg	J0J0*J0*J1J1J0*J0J1*J0J2
PMC3017555_pone.0016018.g005.jpg	J0J1J1J0J0J1J0J1J0J2J0J0J2J5J1J0J1J1J1J0J3J1
PMC3017794_1471-2229-10-134-4_composite_3.jpg	J0J1J1J1J1J1J1J1J1
PMC3023708_pone.0015951.g003.jpg	J0J0J0J0J4J0J0J0J0J5J0J1J0J2J0J0J2J0J1J0J2J0J0J0J3J0J0J2J0J1J0J0J2J0J0J0J5J0J0J0J3J0J0J0J3J0J0J0J11J0J0J0J0J0J0J3J0J0J0J0J0J9J0J0J0J3J0J0J2J0J0J1J0J0J6J0J0J0J0J3J0J0J0J0J5J0J0J0J0J4J0J0J1J0J0J0J12
PMC3024285_1471-2164-12-18-1.jpg	J0J0J0J1J0J0J0J0J4J0J0J3J0J2J0J1J0J0J0J0J0J7J0J2J0J0J0J0J1J0J0J4J0J5J0J0J0J0J0J7J0J2J0J0J2J0J0J3J0J0J0J6J0J0J0J5
PMC3024285_1471-2164-12-18-3.jpg	J0J0J0J0J0J0J0J0J0J3J0J0J2J0J0J4J0J1J0J0J0J0J0J4J0J0J0J0J0J3J0J4J0J0J4J0J2J0J3J0J1J0J0J3J0J0J3J0J3J0J0J0J0J0J0J0J4J0J6J0J0J0J3J0J3J0J10
PMC3033865_1741-7007-9-4-9.jpg	J0J1J1J0J2J0J1J2J0J1J1J2J0J1J2J0J1J0J2J0J1J2J0J3J1J1
PMC3035658_pone.0016923.g002.jpg	J0J1J0J1J2J0J1J0J2J1J2J0J1J1J0J3J0J1J0J3J1J0J1J1J2J1J1
PMC3035803_btq706f1.jpg	J0J0J0J0J0J1J1J5
PMC3042603_IJEB2011-250154.005.jpg	J0J1J0J1*J1
PMC3055219_1475-2875-10-21-3.jpg	J0J0*J1J1J0J2J0J1J0J3J0J1*J0J1*J0*J1J0J1J0J2J2
PMC3060691_jexboterq406f02_lw.jpg	J0J1J1J1J0J0*J2J1J0J0J3J0J1J0J1J0J0J5J1
PMC3064592_pone.0018122.g005.jpg	J0J1J0J2J1J1J1J0J1J2J0J0*J0*J0*J0*J1J1J1*J1
PMC3065483_pone.0018212.s003&copy.jpg	J0J0J0*J0*J0*J0J1J1J1*J0*J0*J0J1*J0J0*J1*J0*J0*J1*J0*J0*J0*J0J1*J0*J0*J0*J0J0*J1*J0*J0*J0*J0*J0J2J0J1J0J0J1J0J1J2J3J0*J0*J1J2J1
PMC3080312_1756-0500-4-98-1.jpg	J0J1J1J0J2J0J1J0J3J0J2J0J0J3J0J0J1J0J0J5J0J1J0J2J0J2J0J1J0J0J0*J0*J1J5J1J1J0J0J3J0J1J1J2J0J2J0J1J2J0J2
PMC3084725_pone.0018935.s008&copy.jpg	J0J0J2J1J0J2J1J0J2J0J1J0J0J0J0J1J1J1*J0J1J2J1J0J1J0J2*J0*J0J1*J0J0J2*J1J0J1J6
PMC3088541_1471-2148-11-92-3.jpg	J0J0J1*J0J1J0J0J0J2J0J0J0J0J0J0J6J0J0J1J0J1J0J0J0J11
PMC3088898_1471-2148-11-104-2_composite_1.jpg	J0J1J1J0J2J0J2J0J1J1J1J0J1J3J0J2J0J2J0J1J2J0J1J2J1J1
PMC3091675_1471-2164-11-511-2.jpg	J0J0J1J2J1
PMC3095355_1471-2229-10-87-7.jpg	J0J1J1J0J1J1J0J1J0J1J0J1J0J0J7J0J1J0J2J0J2J0J1J0J2J3J0J1J0J2J0J2J1J0J1J1J0J4
PMC3104971_pntd.0001159.g002	J0J1J0J1J0J0J1J0J1J1J0J0*J0*J0*J0*J0*J0*J3J0J3J0J0J0J0J0J0J0J1J7J0J0J2J0J0J0J0J0J1J0*J2J4J0J1J0J0J7J0J0J0J0J3J0J0J1J6*J1
PMC3100833_ijms-11-05234f3.jpg	J0J0J0J3J0J1J2J0J0J3
PMC428588_1741-7007-2-13-4.jpg	J0J0*J1J1J0J1J2J1J0J1*J1J1J1J0J1J2J0J1J1J0J2J1J1*J0*J0J1J1J0J2*J1J0J1J1J0J3J0J1J1J1J0J2J0J2J0J2J0J1J0J2J0J2J1J1J0J3J1J0J1J1J0J2J0J2J0J0*J1*J0J1*J0J3J0J1J1J1J3J0J1J1*J0J2
PMC471550_1471-2164-5-43-2.jpg	J0J1J1J0J0J3J0J2J0J1J0J3J0J2J0J0J3J0J1J0J0J3J0J0J0J4J0J0J4J0J0J0J1J0J0J1J0J2J0J2J4J0J2J0J1J0J4J0J0J3J1J0J1J1J1J0J2J0J1J0J2J0J0J2J0J4J0J3J0J0J0J0J6J1J0J0J2J0J1J0J2J0J1J1J0J4*J0J1J0J0J0J0J3J0J1J0J2J5
PMC528885_i1536-2442-004-25-0001-f03.jpg	J0J0J0J0J0J0J6
PMC554778_1471-2148-5-20-5.jpg	J0J1J1J0J1J2J0J1J0J2J0J2J0J0J2J0J0J5J0J2J0J1J0J0J4J1
